App Name,Publisher,Link,Full Description,Shared Data,Collected Data,Security Practices
Cloud AI: Chatbot Assistant,AI Media Apps: Photo Editor and Video Editor,https://play.google.com/store/apps/details?id=com.chatgpt.gemini.copilot,Your ultimate companion for enhanced productivity and seamless communication,,,"Data isn’t encrypted, Data can’t be deleted"
Llamao — Private & Offline AI,Sandoche,https://play.google.com/store/apps/details?id=com.sandoche.llamao,AI that’s always there when you need it and doesn’t spy on you,,,
AI Central: GPT-4o vs Llama 3,ArafasApps,https://play.google.com/store/apps/details?id=com.arafas.sparrowai.android,Powered by Meta & OpenAI,,"Personal info, Device or other IDs",Data isn’t encrypted
AI Chat & Ask AI Vortex,Vortex LLC,https://play.google.com/store/apps/details?id=com.ai.chat.vortex,AI Chat powered by СhatGPT & Gemini Pro & Mistral AI. Ask AI chatbot something,,App info and performance,"Data is encrypted in transit, Data can’t be deleted"
Mutant Llama: IDLE Breed Games,Fansipan Limited,https://play.google.com/store/apps/details?id=com.fansipan.mutant.llama.idle.rpg.monster.war.games,"Breed, battle, and evolve mutant llamas! Conquer the arena!","Location, Device or other IDs",,Data is encrypted in transit
ChatLLM - AI Chat And Agents,"Abacus.AI, Inc.",https://play.google.com/store/apps/details?id=com.abacusai.chatllm,"ChatLLM: AI chatbot for chatting, learning, creating, and innovating with ease.",,,"Data isn’t encrypted, You can request that data be deleted"
Google Meet,Google LLC,https://play.google.com/store/apps/details?id=com.google.android.apps.tachyon,"High quality video calling for Android & iOS phones, tablets, Google Nest & web.",,"Photos and videos, Calendar, Location, Audio, Messages, Contacts, Files and docs, App info and performance, Device or other IDs, App activity, Personal info","Data is encrypted in transit, You can request that data be deleted, Independent security review"
Truecaller: Caller ID Blocker,Truecaller,https://play.google.com/store/apps/details?id=com.truecaller,Get real caller ID with Truecaller. Block scam calls with our spam call blocker.,Device or other IDs,"Device or other IDs, App info and performance, App activity, Photos and videos, Messages, Location, Files and docs, Audio, Financial info, Personal info, Contacts","Data is encrypted in transit, You can request that data be deleted, Independent security review"
Lava Llama,Great Intrigue LLC,https://play.google.com/store/apps/details?id=com.wednesdaynightgames.lavallama,Help a llama stay alive and ahead of the lava in this fast-paced runner game!,,,
Private AI,FireEdge,https://play.google.com/store/apps/details?id=us.valkon.privateai,"On-device AI chat with Llama, Phi, Gemma & more. No internet needed!",,,
Files by Google,Google LLC,https://play.google.com/store/apps/details?id=com.google.android.apps.nbu.files,"Clean up your phone, find files, play media, and share files offline",,"App info and performance, App activity, Device or other IDs","Data is encrypted in transit, Data can’t be deleted"
Deep AI - AI Video Generator,M-AI Studio,https://play.google.com/store/apps/details?id=com.sora.ai.video,"AI Video Generator by Deep AI with High-quality AI Video, AI Video Maker tool.",,,"Data is encrypted in transit, You can request that data be deleted"
"Sora, by OverDrive Education","OverDrive, Inc.",https://play.google.com/store/apps/details?id=com.overdrive.mobile.android.sora,eBooks & audiobooks for schools,,"App info and performance, App activity, Personal info","Data is encrypted in transit, You can request that data be deleted"
AI Video Generator Serda,SOLID APPS INC,https://play.google.com/store/apps/details?id=com.supono.sora.generator.sora_generator,Generate captivating videos from your wildest thoughts with the power of AI.,,"Device or other IDs, App activity","Data is encrypted in transit, Data can’t be deleted"
AI Video Generator - Vimo AI,MobileOcean Bilisim,https://play.google.com/store/apps/details?id=vimo.ai.videogenerator,Create AI Videos. Photo to Video & Image to Video Maker. AI Kiss & Hug by Runway,,Device or other IDs,Data isn’t encrypted
Sora Home,SoraSchools,https://play.google.com/store/apps/details?id=com.soraschools.sora_app,"School at your fingertips – Education, Anywhere, Anytime!",,"App info and performance, Device or other IDs, Personal info","Data is encrypted in transit, Data can’t be deleted"
Amazon Kindle,Amazon Mobile LLC,https://play.google.com/store/apps/details?id=com.amazon.kindle,"Your library in your pocket. Anytime, anywhere.","Messages, Location, Personal info, App info and performance, Financial info","Messages, Location, Files and docs, Device or other IDs, App activity, Photos and videos, Personal info, App info and performance, Financial info","Data is encrypted in transit, You can request that data be deleted"
Skype,Skype,https://play.google.com/store/apps/details?id=com.skype.raider,Call. Chat. Search. All in Skype.,,"Audio, Location, Contacts, App activity, Messages, Financial info, Device or other IDs, Files and docs, Photos and videos, App info and performance, Personal info","Data is encrypted in transit, You can request that data be deleted"
AI Video Maker: AimeGen,AI Design Labs,https://play.google.com/store/apps/details?id=aiart.generator.aigc,"Text to Video,AI Animal Fusion,AI Kiss,AI Hug,Image to Video,AI dance,Face Dance",,,"Data is encrypted in transit, Data can’t be deleted"
AI Video Generator - Flash,88 Tech,https://play.google.com/store/apps/details?id=co.appnation.aivideogenerator,Kissing & Hug Video Generator,Device or other IDs,Device or other IDs,Data isn’t encrypted
Google Play Books & Audiobooks,Google LLC,https://play.google.com/store/apps/details?id=com.google.android.apps.books,All the books you love. On the page or out loud. Anywhere you are.,,"Device or other IDs, Personal info, Photos and videos, Financial info, Contacts, App info and performance, Files and docs, App activity","Data is encrypted in transit, You can request that data be deleted, Independent security review"
Sora,Sora Firma,https://play.google.com/store/apps/details?id=com.sora_app,Sora Electronic Signature,,"Personal info, Files and docs, Photos and videos, App info and performance, Messages","Data is encrypted in transit, You can request that data be deleted"
SoundCloud: Play Music & Songs,SoundCloud,https://play.google.com/store/apps/details?id=com.soundcloud.android,Discover songs & build playlists on the world’s largest music streaming platform,"App activity, Financial info, Personal info, Device or other IDs","App activity, Device or other IDs","Data is encrypted in transit, You can request that data be deleted"
Audible: Audio Entertainment,"Audible, Inc.",https://play.google.com/store/apps/details?id=com.audible.application,"Build a playlist of books & podcasts. Listen to true crime, news, fiction & more",App activity,"App info and performance, Personal info, Device or other IDs, App activity, Financial info","Data is encrypted in transit, You can request that data be deleted"
Crunchyroll,"Crunchyroll, LLC",https://play.google.com/store/apps/details?id=com.crunchyroll.crunchyroid,World's largest dedicated anime collection,"Personal info, Device or other IDs, App info and performance, App activity","Messages, Financial info, Personal info, App activity","Data is encrypted in transit, You can request that data be deleted"
Google Voice,Google LLC,https://play.google.com/store/apps/details?id=com.google.android.apps.googlevoice,A customizable phone number in the cloud,Personal info,"Photos and videos, Location, Financial info, Audio, Messages, Contacts, Files and docs, App info and performance, Device or other IDs, App activity, Personal info","Data is encrypted in transit, You can request that data be deleted, Independent security review"
AI Image Generator & Chatbots,HyperSpace,https://play.google.com/store/apps/details?id=com.hyperspace.ai.marketplace.android,"ChatGPT 4.0, Claude, Gemini, Midjourney, Dall-e 3, Leonardo.ai, Stable Diffusion",,,"Data is encrypted in transit, You can request that data be deleted"
Zedge™ Wallpapers & Ringtones,Zedge,https://play.google.com/store/apps/details?id=net.zedge.android,Discover millions of background wallpapers & ringtones. Now with Parallax,"App info and performance, Device or other IDs, App activity","Personal info, App info and performance, Location, Financial info, Device or other IDs, App activity","Data is encrypted in transit, You can request that data be deleted"
Solo Leveling:Arise,Netmarble,https://play.google.com/store/apps/details?id=com.netmarble.sololv,It's a massive story update with a new hunter and a max level expansion!,Device or other IDs,"App activity, Files and docs, Photos and videos, Personal info, App info and performance, Device or other IDs, Financial info","Data is encrypted in transit, You can request that data be deleted"
Honkai: Star Rail,COGNOSPHERE PTE. LTD.,https://play.google.com/store/apps/details?id=com.HoYoverse.hkrpgoversea,HoYoverse's cosmic adventure strategy RPG with over 100 million downloads!,,"Location, Personal info, Device or other IDs, App activity, App info and performance, Financial info","Data is encrypted in transit, You can request that data be deleted"
